Acc_X,Acc_Y,Acc_Z,Class
-0.890429,-0.085843,9.847512,7
-0.88684,-0.095414,9.842577,7
-0.898804,-0.101695,9.845119,7
-0.907179,-0.119641,9.844969,7
-0.914956,-0.132203,9.843474,7
-0.907877,-0.117348,9.847363,7
-0.900599,-0.10349,9.843474,7
-0.893121,-0.094217,9.845119,7
-0.888635,-0.09018,9.845867,7
-0.894916,-0.099302,9.845717,7
-0.90673,-0.116052,9.847512,7
-0.915404,-0.122782,9.841978,7
-0.905384,-0.112762,9.84497,7
-0.901197,-0.104237,9.845119,7
-0.893869,-0.090479,9.846315,7
-0.887139,-0.082552,9.845269,7
-0.887737,-0.089432,9.846017,7
-0.902991,-0.105284,9.846315,7
-0.910319,-0.117996,9.840782,7
-0.904786,-0.107677,9.847512,7
-0.896411,-0.101246,9.845269,7
-0.901496,-0.091226,9.84826,7
-0.89003,-0.086142,9.846267,7
-0.897308,-0.100199,9.845269,7
-0.91002,-0.110369,9.844671,7
-0.908974,-0.116351,9.842726,7
-0.901047,-0.107228,9.846167,7
-0.898804,-0.096012,9.847363,7
-0.889382,-0.090778,9.846465,7
-0.89013,-0.092722,9.843624,7
-0.900748,-0.10005,9.847811,7
-0.909572,-0.117847,9.844222,7
-0.921237,-0.117547,9.840184,7
-0.911217,-0.116052,9.841978,7
-0.899552,-0.103789,9.844222,7
-0.894317,-0.092423,9.84497,7
-0.892722,-0.085244,9.847063,7
-0.893121,-0.08674,9.845269,7
-0.90359,-0.107677,9.844372,7
-0.914956,-0.122483,9.842727,7
-0.910918,-0.11351,9.84482,7
-0.900898,-0.102742,9.844969,7
-0.894916,-0.091525,9.846765,7
-0.889931,-0.081456,9.847064,7
-0.891925,-0.080459,9.847363,7
-0.900898,-0.100648,9.841978,7
-0.912264,-0.118445,9.842876,7
-0.91346,-0.114257,9.846765,7
-0.907927,-0.108126,9.844969,7
-0.90015,-0.094217,9.843924,7
-0.888934,-0.084796,9.847063,7
-0.890579,-0.086142,9.845268,7
-0.89671,-0.093918,9.845867,7
-0.913959,-0.116152,9.84467,7
-0.916451,-0.113659,9.847363,7
-0.908525,-0.10663,9.843474,7
-0.897308,-0.096909,9.843474,7
-0.891027,-0.085095,9.847063,7
-0.895514,-0.090628,9.847363,7
-0.903739,-0.099751,9.84497,7
-0.916451,-0.123081,9.844072,7
-0.914806,-0.119192,9.844372,7
-0.907029,-0.104387,9.845568,7
-0.9003,-0.092124,9.847363,7
-0.898006,-0.092822,9.844571,7
-0.902692,-0.105882,9.844372,7
-0.914956,-0.120838,9.845119,7
-0.924228,-0.123829,9.84138,7
-0.918545,-0.117996,9.844521,7
-0.909273,-0.10663,9.84153,7
-0.901346,-0.094517,9.846765,7
-0.898954,-0.084646,9.844072,7
-0.902393,-0.095862,9.845268,7
-0.914357,-0.114257,9.843025,7
-0.913011,-0.115603,9.845119,7
-0.907777,-0.105583,9.845867,7
-0.904337,-0.094666,9.844222,7
-0.896262,-0.087936,9.845867,7
-0.899701,-0.096311,9.850055,7
-0.915703,-0.112014,9.844072,7
-0.921835,-0.124427,9.842876,7
-0.921536,-0.116501,9.842278,7
-0.910619,-0.103789,9.843176,7
-0.901945,-0.09347,9.846466,7
-0.901496,-0.094816,9.84482,7
-0.913161,-0.104985,9.850055,7
-0.929911,-0.130409,9.840184,7
-0.925574,-0.120838,9.844372,7
-0.913759,-0.102891,9.844222,7
-0.908674,-0.096012,9.845269,7
-0.897009,-0.084646,9.847214,7
-0.898505,-0.083151,9.844372,7
-0.905683,-0.103938,9.846017,7
-0.922284,-0.12009,9.842577,7
-0.915554,-0.105733,9.845119,7
-0.909871,-0.098704,9.838689,7
-0.902991,-0.089432,9.84482,7
-0.896262,-0.08345,9.845867,7
-0.902692,-0.09018,9.847662,7
-0.915703,-0.110668,9.844372,7
-0.920788,-0.118146,9.843474,7
-0.918246,-0.107378,9.842875,7
-0.911067,-0.097657,9.843175,7
-0.901645,-0.087936,9.846615,7
-0.895663,-0.083001,9.843924,7
-0.908076,-0.08988,9.847213,7
-0.912563,-0.106481,9.845269,7
-0.920938,-0.117547,9.844671,7
-0.922433,-0.115454,9.840034,7
-0.914956,-0.109472,9.843474,7
-0.907578,-0.097109,9.844871,7
-0.899701,-0.085244,9.845867,7
-0.89686,-0.082403,9.846017,7
-0.90015,-0.092871,9.844671,7
-0.912413,-0.106182,9.845867,7
-0.914058,-0.118445,9.842875,7
-0.91675,-0.109372,9.845268,7
-0.912563,-0.096909,9.842875,7
-0.9,-0.091077,9.844521,7
-0.900449,-0.085843,9.844521,7
-0.903889,-0.095115,9.847512,7
-0.915853,-0.110369,9.834202,7
-0.926621,-0.118893,9.842726,7
-0.922433,-0.118295,9.843624,7
-0.915404,-0.106481,9.840034,7
-0.908525,-0.098106,9.843624,7
-0.903889,-0.09003,9.838987,7
-0.901695,-0.088734,9.845468,7
-0.905085,-0.095115,9.84497,7
-0.918096,-0.114108,9.839586,7
-0.922134,-0.123679,9.84123,7
-0.924078,-0.115005,9.843176,7
-0.918844,-0.108873,9.841979,7
-0.909273,-0.097358,9.842427,7
-0.904637,-0.093021,9.84811,7
-0.90688,-0.098853,9.843624,7
-0.912264,-0.106481,9.843474,7
-0.918844,-0.118445,9.842427,7
-0.921685,-0.118893,9.843325,7
-0.914507,-0.107677,9.843624,7
-0.90359,-0.094068,9.846016,7
-0.900599,-0.089731,9.843773,7
-0.896112,-0.0833,9.847214,7
-0.9,-0.089133,9.844671,7
-0.911815,-0.108873,9.845568,7
-0.922732,-0.121286,9.839437,7
-0.919442,-0.120538,9.842577,7
-0.914956,-0.107677,9.841082,7
-0.905534,-0.096461,9.843624,7
-0.902094,-0.082851,9.847662,7
-0.902393,-0.091825,9.843325,7
-0.910469,-0.106032,9.841978,7
-0.924527,-0.11665,9.843474,7
-0.924228,-0.120389,9.842726,7
-0.919293,-0.114108,9.841679,7
-0.91002,-0.101695,9.84482,7
-0.902842,-0.093021,9.845119,7
-0.90688,-0.091226,9.841082,7
-0.90688,-0.104586,9.844471,7
-0.927518,-0.128614,9.841979,7
-0.928864,-0.131157,9.842428,7
-0.925574,-0.12652,9.841082,7
-0.920639,-0.114257,9.843773,7
-0.910369,-0.104287,9.843275,7
-0.901197,-0.092124,9.844372,7
-0.901346,-0.087787,9.844372,7
-0.908525,-0.098255,9.846615,7
-0.920788,-0.117398,9.841829,7
-0.920339,-0.1168,9.84497,7
-0.915554,-0.106481,9.84138,7
-0.90688,-0.098255,9.84482,7
-0.894018,-0.084197,9.845119,7
-0.898804,-0.079262,9.844372,7
-0.90668,-0.095015,9.844571,7
-0.917348,-0.107976,9.842577,7
-0.913161,-0.105583,9.844671,7
-0.90688,-0.094068,9.843923,7
-0.897458,-0.083001,9.846315,7
-0.903739,-0.085843,9.842577,7
-0.912563,-0.104088,9.842876,7
-0.928415,-0.114556,9.842875,7
-0.93365,-0.124875,9.839886,7
-0.931556,-0.12009,9.840782,7
-0.92363,-0.105583,9.843773,7
-0.914158,-0.092921,9.843972,7
-0.906282,-0.087338,9.840184,7
-0.907478,-0.091376,9.843176,7
-0.924826,-0.103789,9.841979,7
-0.935444,-0.118893,9.844521,7
-0.934696,-0.111864,9.84138,7
-0.92363,-0.105783,9.84188,7
-0.914058,-0.092124,9.844372,7
-0.912563,-0.08345,9.842577,7
-0.91331,-0.089282,9.842427,7
-0.926172,-0.109322,9.84168,7
-0.936192,-0.124726,9.843474,7
-0.934696,-0.114108,9.840782,7
-0.925574,-0.105583,9.841082,7
-0.916451,-0.091376,9.843176,7
-0.911217,-0.083151,9.843474,7
-0.911665,-0.089731,9.84497,7
-0.928016,-0.110768,9.843873,7
-0.936192,-0.121735,9.835697,7
-0.930808,-0.110967,9.842727,7
-0.92019,-0.099153,9.842876,7
-0.914058,-0.090329,9.840334,7
-0.912264,-0.08345,9.844372,7
-0.906431,-0.082403,9.841978,7
-0.916002,-0.095264,9.84482,7
-0.93021,-0.116351,9.839735,7
-0.933201,-0.119043,9.843773,7
-0.928415,-0.106929,9.84123,7
-0.918545,-0.094965,9.843175,7
-0.908525,-0.07657,9.844372,7
-0.907328,-0.080309,9.842428,7
-0.912563,-0.09003,9.842577,7
-0.926022,-0.105583,9.841082,7
-0.928415,-0.105733,9.84168,7
-0.917647,-0.092273,9.841082,7
-0.908824,-0.078365,9.844072,7
-0.908525,-0.076122,9.84482,7
-0.917947,-0.091825,9.846615,7
-0.929612,-0.11007,9.840034,7
-0.927518,-0.10349,9.846166,7
-0.918096,-0.091974,9.843924,7
-0.909273,-0.07986,9.843924,7
-0.902991,-0.071486,9.845269,7
-0.901945,-0.066251,9.845568,7
-0.907628,-0.082253,9.844072,7
-0.92692,-0.102144,9.845717,7
-0.930808,-0.105135,9.836894,7
-0.921237,-0.096012,9.84153,7
-0.916152,-0.084646,9.844372,7
-0.911516,-0.077169,9.842727,7
-0.905982,-0.068495,9.846765,7
-0.914806,-0.0833,9.842727,7
-0.922732,-0.092423,9.842577,7
-0.932902,-0.108873,9.843076,7
-0.931705,-0.106481,9.839586,7
-0.924377,-0.100798,9.84168,7
-0.916601,-0.084048,9.843923,7
-0.912712,-0.081057,9.844072,7
-0.926172,-0.101396,9.840034,7
-0.931406,-0.112164,9.84138,7
-0.931257,-0.108126,9.840334,7
-0.921835,-0.095862,9.843773,7
-0.917049,-0.085843,9.841082,7
-0.914258,-0.080459,9.842976,7
-0.921835,-0.096909,9.842875,7
-0.929612,-0.108574,9.839586,7
-0.932752,-0.110369,9.842278,7
-0.925873,-0.097956,9.842876,7
-0.914058,-0.081805,9.842875,7
-0.908375,-0.074925,9.846615,7
-0.914656,-0.079561,9.84138,7
-0.914956,-0.089731,9.84482,7
-0.929462,-0.101994,9.843176,7
-0.927518,-0.109771,9.839586,7
-0.921735,-0.094816,9.844372,7
-0.917348,-0.082851,9.838987,7
-0.908525,-0.075523,9.844372,7
-0.912563,-0.080907,9.849307,7
-0.928714,-0.106032,9.840483,7
-0.932603,-0.112164,9.84497,7
-0.925723,-0.098704,9.843774,7
-0.915853,-0.084048,9.843474,7
-0.91002,-0.077617,9.846315,7
-0.911815,-0.078814,9.842427,7
-0.921087,-0.090479,9.843325,7
-0.931705,-0.104686,9.83809,7
-0.927967,-0.104985,9.842128,7
-0.92692,-0.097358,9.84123,7
-0.918993,-0.086142,9.842278,7
-0.912413,-0.079262,9.84153,7
-0.922732,-0.081057,9.847662,7
-0.927019,-0.090329,9.84138,7
-0.935594,-0.113659,9.843773,7
-0.940379,-0.112463,9.839437,7
-0.932304,-0.101246,9.84168,7
-0.919592,-0.08345,9.842129,7
-0.913161,-0.074477,9.843474,7
-0.909273,-0.071785,9.843025,7
-0.916601,-0.08016,9.846466,7
-0.930359,-0.104985,9.844671,7
-0.938884,-0.106481,9.839586,7
-0.92692,-0.093519,9.84168,7
-0.916451,-0.077767,9.845269,7
-0.907179,-0.067747,9.843175,7
-0.915554,-0.074776,9.846315,7
-0.92692,-0.097807,9.838987,7
-0.932453,-0.10005,9.844072,7
-0.923779,-0.090628,9.843474,7
-0.91017,-0.070289,9.843624,7
-0.903889,-0.06326,9.842427,7
-0.910768,-0.062812,9.845867,7
-0.918445,-0.082552,9.844871,7
-0.931705,-0.100199,9.837791,7
-0.921237,-0.089731,9.842577,7
-0.920788,-0.079412,9.843325,7
-0.912264,-0.071486,9.846017,7
-0.913161,-0.066102,9.842577,7
-0.913909,-0.072233,9.846016,7
-0.925424,-0.090927,9.84123,7
-0.933051,-0.102443,9.841979,7
-0.927518,-0.090628,9.843474,7
-0.919442,-0.075673,9.841979,7
-0.915454,-0.070189,9.842977,7
-0.910768,-0.072981,9.844372,7
-0.92019,-0.07986,9.846765,7
-0.93006,-0.095713,9.841082,7
-0.933799,-0.09003,9.843773,7
-0.924676,-0.081805,9.843176,7
-2.077586,-0.186588,9.486044,7
-2.095129,-0.19486,9.481213,7
-2.127623,-0.208853,9.475988,7
-2.120809,-0.200735,9.479037,7
-2.093387,-0.181081,9.481737,7
-2.070161,-0.171504,9.487961,7
-2.064653,-0.171789,9.487962,7
-2.059868,-0.167197,9.489637,7
-2.06988,-0.17636,9.4897,7
-2.07998,-0.181799,9.485565,7
-2.089249,-0.184846,9.48034,7
-2.09985,-0.189221,9.482455,7
-2.086859,-0.178753,9.483608,7
-2.068964,-0.171506,9.490596,7
-2.059215,-0.171788,9.488614,7
-2.056995,-0.169109,9.489397,7
-2.065135,-0.176054,9.488919,7
-2.079979,-0.183234,9.489397,7
-2.087945,-0.185498,9.486654,7
-2.093864,-0.1909,9.483411,7
-2.077824,-0.181798,9.488919,7
-2.059387,-0.172464,9.489637,7
-2.055081,-0.166954,9.490835,7
-2.057692,-0.170481,9.48992,7
-2.071838,-0.183717,9.485326,7
-2.076845,-0.188983,9.484479,7
-2.068964,-0.178926,9.485565,7
-2.057691,-0.172655,9.486874,7
-2.053403,-0.168633,9.484607,7
-2.056168,-0.169829,9.486436,7
-2.067528,-0.174617,9.487004,7
-2.078806,-0.188761,9.479037,7
-2.076387,-0.179167,9.484846,7
-2.060823,-0.171025,9.488919,7
-2.062915,-0.174401,9.48992,7
-2.076149,-0.181558,9.482692,7
-2.095541,-0.186827,9.476707,7
-2.086685,-0.179166,9.48389,7
-2.074667,-0.175923,9.484912,7
-2.066811,-0.172221,9.484369,7
-2.064438,-0.172005,9.490356,7
-2.059149,-0.16983,9.487959,7
-2.064875,-0.174397,9.487527,7
-2.079262,-0.177965,9.483171,7
-2.075538,-0.181145,9.485131,7
-2.064415,-0.168872,9.484369,7
-2.062478,-0.170482,9.483172,7
-2.07495,-0.178445,9.480298,7
-2.075975,-0.182015,9.481647,7
-2.061061,-0.172221,9.483411,7
-2.055513,-0.17048,9.487744,7
-2.061302,-0.171745,9.48868,7
-2.068791,-0.179402,9.485785,7
-2.063457,-0.171985,9.48844,7
-2.060823,-0.173901,9.489157,7
-2.055296,-0.170263,9.487525,7
-2.067287,-0.175092,9.480777,7
-2.074016,-0.179406,9.483392,7
-2.068724,-0.180363,9.484369,7
-2.055514,-0.16961,9.490355,7
-2.053404,-0.170306,9.490835,7
-2.055079,-0.167432,9.491009,7
-2.0625,-0.175815,9.489159,7
-2.074452,-0.182234,9.486436,7
-2.070642,-0.174857,9.488917,7
-2.058996,-0.172441,9.487962,7
-2.05125,-0.171027,9.489874,7
-2.052446,-0.170306,9.490595,7
-2.068486,-0.17749,9.490115,7
-2.079263,-0.183235,9.485327,7
-2.06792,-0.180058,9.48905,7
-2.056276,-0.171024,9.490115,7
-2.059649,-0.169177,9.488614,7
-2.059387,-0.172942,9.487961,7
-2.06901,-0.183974,9.49101,7
-2.077585,-0.18539,9.486763,7
-2.055951,-0.169611,9.487743,7
-2.060344,-0.171985,9.490117,7
-2.055295,-0.172878,9.484694,7
-2.069446,-0.178207,9.489157,7
-2.085245,-0.183476,9.485805,7
-2.074233,-0.177489,9.488439,7
-2.058777,-0.169174,9.486002,7
-2.052448,-0.166714,9.492511,7
-2.055797,-0.171747,9.484609,7
-2.060345,-0.177011,9.490115,7
-2.069205,-0.177252,9.490595,7
-2.05508,-0.170047,9.489704,7
-2.055559,-0.165282,9.494186,7
-2.063939,-0.168869,9.488439,7
-2.067528,-0.166956,9.48461,7
-2.063568,-0.167652,9.493839,7
-2.06274,-0.173659,9.48868,7
-2.057254,-0.166565,9.49166,7
-2.049812,-0.157617,9.495862,7
-2.059867,-0.164171,9.489048,7
-2.071599,-0.179404,9.483891,7
-2.097086,-0.184846,9.48252,7
-2.081653,-0.178204,9.488199,7
-2.069009,-0.170481,9.489484,7
-2.059389,-0.166478,9.487244,7
-2.057689,-0.164168,9.493183,7
-2.058671,-0.163603,9.490595,7
-2.068246,-0.175574,9.485087,7
-2.079239,-0.183756,9.486002,7
-2.068139,-0.170047,9.484915,7
-2.058192,-0.163126,9.48844,7
-2.058908,-0.167673,9.48748,7
-2.055296,-0.169826,9.489266,7
-2.055797,-0.165997,9.489397,7
-2.063785,-0.175053,9.483392,7
-2.068246,-0.178209,9.485565,7
-2.06139,-0.177665,9.491879,7
-2.059148,-0.170065,9.487721,7
-2.057474,-0.173094,9.486655,7
-2.069444,-0.174615,9.486525,7
-2.076846,-0.180273,9.485132,7
-2.05939,-0.168631,9.489157,7
-2.055295,-0.167432,9.489701,7
-2.062499,-0.17701,9.481732,7
-2.076191,-0.18332,9.483387,7
-2.073515,-0.176529,9.482452,7
-2.0625,-0.173419,9.489637,7
-2.06322,-0.171983,9.488917,7
-2.073361,-0.179403,9.486438,7
-2.083812,-0.183237,9.481737,7
-2.072275,-0.175052,9.487091,7
-2.062022,-0.16839,9.48748,7
-2.062912,-0.167217,9.487743,7
-2.067047,-0.175098,9.486763,7
-2.081414,-0.183974,9.482519,7
-2.078542,-0.175093,9.486763,7
-2.059433,-0.169176,9.487308,7
-2.056279,-0.168869,9.491312,7
-2.057037,-0.163952,9.48796,7
-2.061543,-0.175334,9.490355,7
-2.078783,-0.183952,9.480059,7
-2.070401,-0.177969,9.489878,7
-2.055732,-0.171134,9.490139,7
-2.054842,-0.166956,9.492749,7
-2.064001,-0.172656,9.492533,7
-2.075911,-0.182274,9.487483,7
-2.057909,-0.169392,9.487961,7
-2.054363,-0.16911,9.48868,7
-2.048331,-0.168524,9.486652,7
-2.072557,-0.179407,9.485565,7
-2.075756,-0.180276,9.482519,7
-2.065132,-0.175095,9.490354,7
-2.062261,-0.173093,9.489267,7
-2.063217,-0.174617,9.48772,7
-2.073798,-0.185935,9.485131,7
-2.068248,-0.176534,9.487242,7
-2.059211,-0.171134,9.48905,7
-2.056515,-0.167433,9.491551,7
-2.062697,-0.173748,9.486001,7
-2.073996,-0.179407,9.486524,7
-2.075321,-0.185935,9.484695,7
-2.06226,-0.172704,9.491551,7
-2.056165,-0.168524,9.489701,7
-2.055319,-0.172461,9.488917,7
-2.061827,-0.170915,9.487961,7
-2.069446,-0.172461,9.491552,7
-2.074886,-0.181144,9.485129,7
-2.067531,-0.175815,9.486048,7
-2.055514,-0.16526,9.491443,7
-2.056517,-0.167192,9.491071,7
-2.059866,-0.168629,9.488678,7
-2.067049,-0.176357,9.484695,7
-2.077826,-0.181558,9.483171,7
-2.074668,-0.177229,9.486218,7
-2.062022,-0.171265,9.485327,7
-2.056514,-0.170787,9.489397,7
-2.058427,-0.168393,9.490117,7
-2.071621,-0.178753,9.48992,7
-2.073033,-0.183954,9.481735,7
-2.063348,-0.174182,9.483825,7
-2.05891,-0.168152,9.486763,7
-2.05791,-0.175053,9.494708,7
-2.061542,-0.175098,9.489636,7
-2.06531,-0.179624,9.48339,7
-2.06609,-0.179407,9.485568,7
-2.060306,-0.168959,9.488614,7
-2.055559,-0.171024,9.485565,7
-2.065742,-0.176795,9.483826,7
-2.073752,-0.178207,9.485086,7
-2.066616,-0.176141,9.48709,7
-2.059865,-0.172702,9.485806,7
-2.055948,-0.174616,9.48796,7
-2.067528,-0.176291,9.479342,7
-2.079673,-0.189416,9.482736,7
-2.07543,-0.186108,9.484607,7
-2.060957,-0.172657,9.489923,7
-2.055559,-0.170308,9.486763,7
-2.05508,-0.172877,9.49166,7
-2.06226,-0.174617,9.486285,7
-2.074886,-0.188764,9.484478,7
-2.079741,-0.191377,9.480536,7
-2.071358,-0.180841,9.487004,7
-2.061171,-0.175487,9.491879,7
-2.055557,-0.171504,9.485089,7
-2.055321,-0.170306,9.491074,7
-2.067918,-0.181797,9.487961,7
-2.08309,-0.194489,9.484369,7
-2.095126,-0.197905,9.477947,7
-2.080939,-0.183714,9.481499,7
-2.061827,-0.175052,9.485783,7
-2.059627,-0.174376,9.489398,7
-2.055513,-0.171573,9.492969,7
-2.063219,-0.175813,9.490835,7
-2.076408,-0.178317,9.489267,7
-2.090512,-0.194727,9.483648,7
-2.076843,-0.188112,9.480996,7
-2.067529,-0.178204,9.489635,7
-2.05878,-0.171786,9.493405,7
-2.061066,-0.176534,9.484607,7
-2.066831,-0.177009,9.488614,7
-2.076628,-0.181081,9.485807,7
-2.078803,-0.188981,9.484912,7
-2.061783,-0.173659,9.485326,7
-2.055516,-0.170918,9.490574,7
-2.060106,-0.171028,9.488917,7
-2.06618,-0.178969,9.48709,7
-2.072319,-0.183714,9.485565,7
-2.077106,-0.192091,9.479103,7
-2.067767,-0.178685,9.480059,7
-2.056993,-0.176291,9.489397,7
-2.055731,-0.171355,9.491225,7
-2.063219,-0.178447,9.485567,7
-2.070314,-0.183757,9.485564,7
-2.078304,-0.183954,9.486524,7
-2.068354,-0.177444,9.485349,7
-2.060345,-0.177013,9.48868,7
-2.055733,-0.1707,9.487306,7
-2.060584,-0.173178,9.487722,7
-2.067484,-0.180929,9.48622,7
-2.079262,-0.182516,9.484129,7
-2.076843,-0.18702,9.484695,7
-2.065743,-0.176357,9.482738,7
-2.05939,-0.174855,9.491072,7
-2.052209,-0.171506,9.495384,7
-2.059867,-0.173094,9.48992,7
-2.06633,-0.177728,9.489159,7
-2.075754,-0.180711,9.484478,7
-2.070403,-0.180602,9.489876,7
-2.05943,-0.1744,9.487309,7
-2.060584,-0.173898,9.484846,7
-2.057473,-0.172877,9.486436,7
-2.064896,-0.176292,9.486524,7
-2.07184,-0.180713,9.483825,7
-2.080456,-0.184674,9.484846,7
-2.069206,-0.174138,9.489397,7
-2.059215,-0.176142,9.486871,7
-2.056995,-0.173421,9.484609,7
-2.057689,-0.175706,9.487962,7
-2.066809,-0.17749,9.487722,7
-2.077499,-0.184846,9.485129,7
-2.074474,-0.183714,9.486763,7
-2.0603,-0.175487,9.490355,7
-2.056038,-0.171742,9.487483,7
-2.055318,-0.171025,9.485087,7
-2.052448,-0.174855,9.489398,7
-2.067266,-0.177228,9.48056,7
-2.074015,-0.184411,9.485129,7
-2.071837,-0.182755,9.48772,7
-2.066333,-0.175813,9.487722,7
-2.056384,-0.177661,9.482953,7
-2.055559,-0.169109,9.491074,7
-2.058778,-0.176138,9.487961,7
-2.067288,-0.183237,9.485565,7
-2.060345,-0.178206,9.48868,7
-2.055733,-0.170048,9.488178,7
-2.053162,-0.172224,9.491793,7
-2.047656,-0.171268,9.490355,7
-2.055295,-0.177009,9.486002,7
-2.052905,-0.17353,9.489267,7
-2.060345,-0.177489,9.486524,7
-2.069444,-0.178533,9.491009,7
-2.057953,-0.174855,9.483412,7
-2.050292,-0.164387,9.490792,7
-2.04933,-0.170786,9.495621,7
-2.053988,-0.172003,9.494491,7
-2.05891,-0.179166,9.491074,7
-2.073579,-0.185283,9.482086,7
-2.060344,-0.175813,9.489876,7
-2.049638,-0.174398,9.492966,7
-2.050509,-0.171568,9.491444,7
-2.053166,-0.170067,9.490596,7
-2.064004,-0.182449,9.485131,7
-2.070642,-0.188025,9.48389,7
-2.063457,-0.186107,9.486285,7
-2.055517,-0.177881,9.487743,7
-2.051967,-0.175333,9.489159,7
-2.051376,-0.173309,9.489923,7
-2.052922,-0.174377,9.489873,7
-2.060304,-0.175704,9.484912,7
-2.065135,-0.179166,9.487004,7
-2.058126,-0.170263,9.491444,7
-2.056515,-0.172942,9.488676,7
-2.054646,-0.1744,9.489486,7
-2.053403,-0.172221,9.489636,7
-2.060303,-0.176792,9.490574,7
-2.07184,-0.183235,9.486044,7
-2.072056,-0.184626,9.486436,7
-2.060347,-0.175813,9.488681,7
-2.057691,-0.171568,9.49297,7
-2.052687,-0.167435,9.49299,7
-2.061389,-0.180056,9.485565,7
-2.064416,-0.178207,9.491312,7
-2.073798,-0.180274,9.482953,7
-2.060737,-0.17353,9.487308,7
-2.053163,-0.173181,9.489637,7
-2.050508,-0.169392,9.491229,7
-2.059389,-0.174855,9.486285,7
-2.072055,-0.181144,9.486872,7
-2.063217,-0.181081,9.487002,7
-2.054208,-0.168522,9.488397,7
-2.052925,-0.172702,9.491076,7
-2.053406,-0.174379,9.487959,7
-2.062041,-0.176141,9.487744,7
-2.077109,-0.18515,9.485326,7
-2.066177,-0.177446,9.487308,7
-2.052924,-0.175815,9.492032,7
-2.052467,-0.167652,9.489701,7
-2.056387,-0.177444,9.488397,7
-2.060107,-0.17773,9.488676,7
-2.070096,-0.183322,9.485565,7
-2.063217,-0.178447,9.488199,7
-2.052687,-0.168741,9.489267,7
-2.047658,-0.165999,9.494186,7
-2.058563,-0.175267,9.487525,7
-2.067049,-0.180365,9.487961,7
-2.06792,-0.176792,9.484479,7
-2.05891,-0.173895,9.49323,7
-2.053775,-0.173528,9.489267,7
-2.052448,-0.168153,9.488681,7
-2.053558,-0.173093,9.488395,7
-2.061543,-0.180362,9.48748,7
-2.07271,-0.186367,9.480996,7
-2.063219,-0.178685,9.485327,7
-2.054208,-0.167217,9.486875,7
-2.061064,-0.162405,9.48868,7
-2.064654,-0.1707,9.486654,7
-2.070879,-0.165039,9.482692,7
-2.060953,-0.166564,9.488832,7
-2.053404,-0.162407,9.490117,7
-2.055731,-0.166344,9.488614,7
-2.064416,-0.168869,9.48365,7
-2.063785,-0.166999,9.491225,7
-2.052686,-0.160031,9.490136,7
-2.059386,-0.162645,9.487244,7
-2.068486,-0.1727,9.487482,7
-2.062481,-0.170263,9.488616,7
-2.052446,-0.162885,9.487959,7
-2.050727,-0.16395,9.486436,7
-2.055077,-0.161775,9.492532,7
-2.072559,-0.175813,9.480299,7
-2.075541,-0.182885,9.47969,7
-2.065373,-0.168631,9.486524,7
-2.053987,-0.162427,9.487088,7
-2.052687,-0.164081,9.489157,7
-2.049811,-0.157138,9.485087,7
-2.057231,-0.166714,9.48365,7
-2.065851,-0.175333,9.486284,7
-2.069444,-0.180929,9.485352,7
-2.055296,-0.166562,9.492097,7
-2.050531,-0.165999,9.4882,7
-2.053121,-0.166565,9.48426,7
-2.055556,-0.171025,9.485087,7
-2.068726,-0.175575,9.486043,7
-2.067769,-0.175337,9.485805,7
-2.053775,-0.16591,9.491009,7
-2.050289,-0.166347,9.486654,7
-2.052208,-0.16815,9.490114,7
-2.065743,-0.173745,9.481866,7
-2.07567,-0.179643,9.480299,7
-2.060106,-0.16528,9.4882,7
-2.054643,-0.164387,9.487309,7
-2.053165,-0.168871,9.49299,7
-2.060738,-0.173527,9.486218,7
-2.066092,-0.179883,9.486044,7
-2.066833,-0.172438,9.487741,7
-2.0546,-0.166478,9.487241,7
-2.048375,-0.164082,9.489878,7
-2.057231,-0.163367,9.490834,7
-2.065135,-0.17318,9.485324,7
-2.075538,-0.180274,9.486218,7
-2.065373,-0.170306,9.487242,7
-2.054646,-0.167216,9.483605,7
-2.053642,-0.165282,9.489878,7
-2.057256,-0.165912,9.489701,7
-2.068486,-0.173178,9.485086,7
-2.075976,-0.182451,9.486004,7
-2.062022,-0.172462,9.485327,7
-2.053341,-0.168739,9.491881,7
-2.052205,-0.170547,9.492749,7
-2.052209,-0.167194,9.490355,7
-2.068355,-0.171352,9.485568,7
-2.082132,-0.180603,9.48389,7
-2.088817,-0.190503,9.478166,7
-2.075191,-0.173898,9.487002,7
-2.061826,-0.169393,9.487524,7
-2.05771,-0.165997,9.487482,7
-2.056605,-0.16678,9.487741,7
-2.069203,-0.175575,9.487721,7
-2.076868,-0.184431,9.477666,7
-2.063349,-0.173528,9.48992,7
-2.059865,-0.166953,9.489636,7
-2.054643,-0.16286,9.492097,7
-2.055797,-0.166714,9.492752,7
-2.06966,-0.176138,9.484478,7
-2.07615,-0.180841,9.484367,7
-2.064416,-0.176053,9.486524,7
-2.0558,-0.168871,9.488919,7
-2.058126,-0.163516,9.493838,7
-2.060825,-0.170787,9.491313,7
-2.070096,-0.173745,9.488616,7
-2.070879,-0.18036,9.487959,7
-2.06422,-0.169174,9.486002,7
-2.059868,-0.166716,9.49203,7
-2.054643,-0.168088,9.486436,7
-2.056996,-0.165518,9.489395,7
-2.070533,-0.178317,9.483606,7
-2.079501,-0.181081,9.481016,7
